Status,Progress,Duration (in seconds),Finished...4,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,gender,education,employment,employed_job,ethnic,religion,religion_DO_1,religion_DO_2,religion_DO_3,religion_DO_4,religion_DO_5,religion_DO_6,income,governorate,emigrate_thoughts,emigrated,emigrate_country,immigrate_country,pol_ideo_1,pol_ideo_other_1,pol_ideo_other_2,pol_ideo_other_3,pol_ideo_other_4,pol_ideo_other_5,pol_ideo_other_6,pol_ideo_other_7,kais_direct,kais_rr,connections_self_1,connections_benefit_1,connections_meeting_1,vote_pres,party,entrep_pay_bribes_1,gov_pos_role,blame_crisis_1,blame_crisis_2,blame_crisis_3,blame_crisis_4,blame_crisis_5,blame_crisis_6,blame_crisis_7,blame_crisis_8,blame_crisis_9,traits1a,traits1b,country_surv,Create New Field or Choose From Dropdown...,traits2a,traits2b,traits3a,traits3b,traits4a,traits4b,Language,Finished...69,surveychannel,FL_36_DO_FL_37,FL_36_DO_FL_38,FL_36_DO_FL_56,FL_73_DO_FL_74,FL_73_DO_FL_75,FL_73_DO_FL_76,FL_78_DO_FL_79,FL_78_DO_FL_80,FL_78_DO_FL_81,FL_63_DO_saied_nonsensitive,FL_63_DO_saied_sensitive,FL_25_DO_PrimeControl,FL_25_DO_PrimePolitics,consent_agree
IP Address,100,1859,TRUE,R_3IXogaFWoMp2ey1,R_XMKbMdIguGL6N33,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Arab,Muslim,3,5,6,1,4,2,1400 TND to 2800 TND,Nabeul,No,NA,NA,NA,52,89,10,10,12,10,10,NA,NA,One of the two statements is true.,3,1,5,Yes,Yes,10,Somewhat disagree,1,2,7,5,4,8,9,3,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,468,TRUE,R_YQAuAjMyfKlUpeF,R_C4E3DPiNAqCTLR7,gl,FR,NA,NA,NA,NA,NA,Female,University,Student,NA,Arab,Muslim,4,3,1,5,2,6,1400 TND to 2800 TND,Tunis,No,NA,NA,NA,80,50,0,0,0,0,0,66,No,NA,NA,NA,5,Yes,No,60,Strongly Agree,2,3,9,6,4,8,7,5,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,2628,TRUE,R_1JORrT7UHFG2HUK,R_1CekX4j70QNqyWx,email,FR,NA,NA,NA,NA,NA,Male,University,Pensioner/retired/disabled,NA,Arab,Muslim,2,5,4,3,1,6,1400 TND to 2800 TND,Sousse,No,NA,NA,NA,40,32,74,88,99,31,40,25,NA,One of the two statements is true.,0,NA,8,Yes,No,2,Somewhat agree,1,3,9,7,8,5,6,4,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,567,TRUE,R_1JCussfl5VdPRna,R_1pzZOpD59ZOiw07,email,AR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Employed,Employee,NA,Muslim,2,1,5,4,3,6,500 TND to 1400 TND,Kasserine,No,NA,NA,NA,82,60,70,71,NA,NA,NA,70,No,NA,NA,NA,1,Yes,No,21,Strongly Agree,5,1,9,3,4,7,8,6,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,I agree
IP Address,100,843,TRUE,R_1ooOL4S3qKbd1iu,R_23f528rGhTgpBiP,email,FR,NA,NA,NA,NA,NA,Female,University,Student,NA,NA,Christian,5,1,3,6,2,4,1400 TND to 2800 TND,Ariana,Yes,No,NA,NA,70,16,26,64,61,28,20,26,NA,One of the two statements is true.,3,1,3,No,No,NA,Somewhat disagree,7,2,1,3,4,9,8,5,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,1633,TRUE,R_tGycP5ikA6X9PJD,R_zdO0F8PpbJL4Lm1,gl,FR,NA,NA,NA,NA,NA,Male,University,Pensioner/retired/disabled,NA,Arab,Muslim,1,2,4,6,3,5,500 TND to 1400 TND,Sousse,No,NA,NA,NA,77,87,37,27,22,57,19,6,NA,NA,7,4,2,Yes,No,0,Somewhat agree,1,3,9,2,5,8,7,6,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,513,TRUE,R_cA90VQgTj8PI2CR,R_1H7Vrm8McgELX3C,gl,EN,NA,NA,NA,NA,NA,Female,University,Student,NA,Arab,Atheist/Non-religious,1,4,2,5,6,3,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,53,0,0,4,3,15,11,53,No,NA,NA,NA,NA,No,No,NA,Strongly disagree,9,5,7,2,3,6,4,8,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,whatsapp,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,727,TRUE,R_3lLkhQrOXNBI1w4,R_2SvlYZZD1Yd1YvN,gl,EN,NA,NA,NA,NA,NA,Male,University,Other,NA,Arab,Muslim,2,1,3,6,4,5,0 to 500 TND,Ariana,Yes,No,NA,NA,17,29,7,0,0,0,NA,NA,Yes,NA,NA,NA,NA,Yes,No,NA,Somewhat disagree,2,1,3,4,9,8,7,5,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,whatsapp,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,370,TRUE,R_3jeX0BASKkMdVau,R_2dEVSTJnFk5JDDi,email,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Unemployed,NA,Arab,Atheist/Non-religious,2,1,6,5,3,4,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,NA,80,NA,34,8,24,18,0,NA,One of the two statements is true.,7,NA,3,Yes,No,0,Strongly disagree,3,4,9,5,2,7,8,6,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,5513,TRUE,R_1Ow2ySQAjmWAaAO,R_4UuvNLvoT0SQNSF,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,6,3,4,5,2,1,1400 TND to 2800 TND,Le Kef,Yes,No,NA,NA,25,69,34,53,88,26,31,30,NA,Both statements are true OR neither is true.,2,0,1,Yes,No,NA,Somewhat disagree,5,1,6,8,7,4,9,2,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,262,TRUE,R_1dKBvthhiEffBaq,R_3r3enO4hsMR0YDC,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Berber,Muslim,4,6,5,2,3,1,1400 TND to 2800 TND,Béja,No,NA,NA,NA,51,10,0,0,0,0,0,0,No,NA,3,3,4,No,No,NA,Strongly disagree,3,1,6,4,5,9,8,7,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,924,TRUE,R_29p2JT6OjRORvYU,R_271D9waTzBiqLhi,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,3,1,2,5,6,4,2800 TND to 5500 TND,Ben Arous,No,NA,NA,NA,NA,100,0,0,NA,53,1,0,NA,One of the two statements is true.,NA,NA,NA,Yes,No,NA,Strongly disagree,3,1,4,6,5,8,7,2,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,546,TRUE,R_3ke8h3Uih7fbWhN,R_2Crp53gJSzBgvQ6,email,AR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,2,4,6,5,3,1,500 TND to 1400 TND,Kasserine,No,NA,NA,NA,87,75,0,0,0,0,0,4,No,NA,1,1,1,Yes,Yes,11,Somewhat agree,6,1,7,3,2,9,8,4,5,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,I agree
IP Address,100,1011,TRUE,R_DwPt7c8SZ2HTl0R,R_eV5gOjFv4aaHX0d,gl,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Pensioner/retired/disabled,NA,Arab,Muslim,4,2,3,1,5,6,0 to 500 TND,Béja,Yes,No,NA,NA,20,81,30,70,81,51,0,NA,No,NA,3,NA,5,Yes,No,0,Somewhat disagree,1,2,3,6,7,8,5,9,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,180757,TRUE,R_3kj3r3KtyfVS81I,R_BSBzhVEMqb4AQqB,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Berber,Muslim,4,2,5,6,3,1,500 TND to 1400 TND,Bizerte,Yes,No,NA,NA,50,100,81,NA,100,100,30,NA,No,NA,0,NA,2,Yes,No,NA,Somewhat disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,12184,TRUE,R_12LtpHxatIQcgJe,R_3Igo9Yw57NbH4Nr,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Arab,Muslim,5,2,1,3,6,4,500 TND to 1400 TND,Tunis,No,NA,NA,NA,30,30,80,80,100,40,50,50,No,NA,0,NA,0,Yes,No,0,Somewhat disagree,5,2,7,6,4,9,8,3,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,655,TRUE,R_1DuKxdDTFYplVMo,R_2cnZa2VhF2pfSFz,email,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Employed,Employee,Arab,Muslim,6,2,3,4,5,1,500 TND to 1400 TND,Tunis,No,NA,NA,NA,19,69,100,0,0,100,29,20,NA,Both statements are true OR neither is true.,NA,NA,1,Yes,No,30,Somewhat disagree,6,2,9,5,3,7,8,1,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,6468,TRUE,R_w0Q8rZAmiHX9Xt7,R_1dug9aEoAvdlEND,gl,FR,NA,NA,NA,NA,NA,Female,University,Student,NA,NA,Christian,2,1,6,5,4,3,0 to 500 TND,Tunis,Yes,No,NA,NA,50,40,60,60,65,70,70,70,NA,One of the two statements is true.,4,3,NA,No,No,50,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,555,TRUE,R_x2QEBGKKYaPenYt,R_2upJ9LC0Wye2633,gl,FR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,6,3,4,1,5,2,500 TND to 1400 TND,Mannouba,No,NA,NA,NA,93,80,8,12,0,0,0,6,No,NA,NA,NA,5,Yes,No,62,Strongly Agree,1,2,9,4,3,8,7,6,5,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1332,TRUE,R_XAn44qAgIStp4lj,R_2scL8INuNMIiPRK,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Arab,Muslim,3,6,1,2,4,5,1400 TND to 2800 TND,Monastir,Yes,No,NA,NA,20,65,30,10,100,0,0,0,NA,One of the two statements is true.,7,0,5,Yes,No,0,Somewhat agree,4,3,9,7,6,5,8,2,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,648,TRUE,R_4TIbgd3U25CZLuF,R_vrc6pL7H1vJCuLD,gl,EN,NA,NA,NA,NA,NA,Male,University,Employed,Other,Berber,Atheist/Non-religious,1,5,6,4,2,3,500 TND to 1400 TND,Sfax,Yes,No,NA,NA,6,61,30,29,91,47,29,44,Yes,NA,1,2,1,No,No,16,Strongly disagree,7,1,5,4,3,9,8,6,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,whatsapp,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,703,TRUE,R_3LiFIGw6ApZI5Zm,R_2QWjJ8XulOygmKY,email,EN,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employer,Arab,Muslim,2,6,4,5,1,3,1400 TND to 2800 TND,Kasserine,Yes,No,NA,NA,80,NA,NA,50,52,49,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,Strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,826,TRUE,R_1FOJOmq7ywo1MJ0,R_3VgZzpo4rApFyTv,email,EN,NA,NA,NA,NA,NA,Female,University,Employed,Employee,Arab,Muslim,5,4,1,2,6,3,1400 TND to 2800 TND,Bizerte,Yes,No,NA,NA,40,39,NA,32,85,54,83,NA,Yes,NA,5,5,5,Yes,No,57,Somewhat disagree,1,4,2,6,7,9,8,5,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,635,TRUE,R_2rGtU5iWpRzBFEH,R_1pnUoHmI8nm8UZM,email,AR,NA,NA,NA,NA,NA,Male,Postgraduate,Student,NA,Arab,Muslim,2,3,5,4,6,1,1400 TND to 2800 TND,Ben Arous,Yes,No,NA,NA,95,58,69,39,36,15,4,0,NA,Both statements are true OR neither is true.,0,NA,0,Yes,No,NA,Strongly disagree,2,1,4,5,6,9,8,7,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,I agree
IP Address,100,496,TRUE,R_2TZzhOOKY7xN7zX,R_1dMOU0nMVDa8gIZ,email,EN,NA,NA,NA,NA,NA,Male,University,Student,NA,Berber,Muslim,4,3,6,5,2,1,1400 TND to 2800 TND,Monastir,Yes,No,NA,NA,61,52,30,31,100,100,100,100,No,NA,0,NA,1,Yes,No,36,Strongly disagree,1,5,7,3,2,9,8,4,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,802,TRUE,R_3lW8yIbET0m6EEV,R_3CUw1inxB867XNy,email,AR,NA,NA,NA,NA,NA,Female,University,Student,NA,Arab,Muslim,6,3,5,2,4,1,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,41,55,48,55,0,0,49,25,No,NA,4,2,1,Yes,No,27,Somewhat agree,4,1,6,5,3,8,7,9,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,I agree
IP Address,100,180,TRUE,R_2Bg65e2HvFWq0fh,R_1QsgoC8Rnw5OVIL,email,FR,NA,NA,NA,NA,NA,Male,Primary/Lower Secondary,Unemployed,NA,Berber,Muslim,5,4,3,1,6,2,0 to 500 TND,Béja,Yes,No,NA,NA,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,No,No,NA,Strongly disagree,3,2,4,5,6,9,7,8,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,422,TRUE,R_1eWBOFocPDMXcuT,R_To4FynNPV2eH1Hb,gl,FR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,5,3,6,4,2,1,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,3,NA,NA,NA,NA,NA,NA,1,2,3,4,5,6,7,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,2913,TRUE,R_VVBX4XGuP06mmfn,R_3ND5TNErL9oUVHy,gl,FR,NA,NA,NA,NA,NA,Female,University,Unemployed,NA,Arab,Muslim,1,5,6,3,2,4,2800 TND to 5500 TND,Siliana,Yes,No,NA,NA,0,70,0,100,100,100,0,NA,NA,One of the two statements is true.,1,NA,0,No,No,52,Strongly disagree,1,2,3,4,5,6,7,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,653,TRUE,R_9tcraULa6WbZaCt,R_bJWxldsyVDBlqxj,email,AR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,2,1,5,6,4,3,500 TND to 1400 TND,Kasserine,Yes,No,NA,NA,100,80,0,0,0,0,0,0,NA,One of the two statements is true.,0,NA,1,Yes,No,9,Strongly disagree,1,2,7,5,3,9,8,6,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,I agree
IP Address,100,199,TRUE,R_2TQMqySEuetSizG,R_wNscCfzmoZWYwZr,gl,FR,NA,NA,NA,NA,NA,Male,University,Student,NA,Arab,Muslim,5,4,2,6,3,1,0 to 500 TND,Tunis,No,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,One of the two statements is true.,NA,NA,NA,Yes,NA,NA,NA,1,2,3,4,6,7,5,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,670,TRUE,R_2SIbZvQeNTbxwiy,R_eJY0MgIit7GwUDL,email,AR,NA,NA,NA,NA,NA,Male,Secondary,Unemployed,NA,Arab,Muslim,4,3,5,6,1,2,0 to 500 TND,Kasserine,Yes,No,NA,NA,100,100,0,0,0,0,0,0,No,NA,0,NA,0,Yes,No,0,Strongly disagree,4,3,9,2,1,8,7,6,5,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,I agree
IP Address,100,348,TRUE,R_TpUQaEu9R2HtGLL,R_3iEm3DXWRFfD1MD,gl,FR,NA,NA,NA,NA,NA,Male,Secondary,Employed,"Own account, self-employed",Arab,NA,6,2,1,3,5,4,1400 TND to 2800 TND,Tunis,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,7,4,2,8,3,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,656,TRUE,R_3EZugLRMrHSx8lM,R_3J5dHRNlu1l942m,email,FR,NA,NA,NA,NA,NA,Female,University,Student,NA,Arab,Muslim,4,5,6,2,1,3,0 to 500 TND,Ben Arous,Yes,No,NA,NA,35,62,69,NA,27,38,65,63,No,NA,3,2,4,No,No,23,Somewhat disagree,4,7,5,1,2,9,8,3,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,577,TRUE,R_2gwSaCD97p4BGeZ,R_1OUHqBdR48St1m8,gl,FR,NA,NA,NA,NA,NA,Female,University,Homemaker,NA,Arab,Muslim,2,5,3,6,1,4,0 to 500 TND,Tunis,No,NA,NA,NA,NA,53,47,30,46,41,NA,NA,NA,One of the two statements is true.,3,NA,4,Yes,No,30,Somewhat agree,2,3,9,4,6,8,7,5,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,188,TRUE,R_2dmtmhoGyBLx92G,R_1mXl3f9oyL5ZTnA,gl,FR,NA,NA,NA,NA,NA,Male,Secondary,Employed,Employee,Arab,Muslim,2,6,3,4,1,5,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,No,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,4,6,7,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,617,TRUE,R_2qsbKawHr6Kq7af,R_21yutx5qp707m21,gl,FR,NA,NA,NA,NA,NA,Female,University,Unemployed,NA,Arab,Muslim,4,1,3,5,2,6,0 to 500 TND,Béja,No,NA,NA,NA,39,71,56,40,11,29,41,41,Yes,NA,6,5,6,Yes,No,46,Somewhat agree,5,6,1,4,2,3,7,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,746,TRUE,R_1OSTAAEBxsm9P4Q,R_ZvOmuCeLj3DVXRT,email,EN,NA,NA,NA,NA,NA,Male,Secondary,Employed,Employee,Arab,Muslim,1,5,6,3,4,2,500 TND to 1400 TND,Sousse,Yes,No,NA,NA,30,40,NA,79,100,100,35,19,NA,One of the two statements is true.,5,10,10,No,No,40,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,626,TRUE,R_2SIX0vGz9eFIMaC,R_30i5M6OqfCgcov8,gl,EN,NA,NA,NA,NA,NA,Male,University,Employed,Employer,Arab,Muslim,1,4,5,6,2,3,1400 TND to 2800 TND,Sfax,Yes,No,NA,NA,49,39,100,100,100,0,7,6,NA,Both statements are true OR neither is true.,NA,NA,NA,Yes,NA,NA,Strongly Agree,2,6,7,4,1,9,8,5,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,whatsapp,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,12325,TRUE,R_1QLCGWlZM8jsOyp,R_2CxrOZT3zYYVH39,gl,AR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,3,5,4,1,6,2,1400 TND to 2800 TND,Tunis,Yes,No,NA,NA,41,50,43,84,63,7,71,NA,No,NA,5,7,5,Yes,No,NA,Somewhat disagree,2,3,9,4,5,8,7,6,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,972,TRUE,R_3kAF76Iqk8iix8Y,R_82MfQmzxQbgD6iB,gl,FR,NA,NA,NA,NA,NA,Male,Secondary,Employed,Employee,Arab,Muslim,4,2,6,5,1,3,500 TND to 1400 TND,Béja,Yes,No,NA,NA,NA,80,NA,12,0,0,26,76,NA,One of the two statements is true.,5,4,7,Yes,No,44,Strongly Agree,2,5,9,4,6,8,7,3,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,6342,TRUE,R_1EbN1pUcDydKUtT,R_3iW5kztNi3iXp5x,gl,AR,NA,NA,NA,NA,NA,Female,University,Unemployed,NA,Arab,Muslim,3,4,1,5,6,2,0 to 500 TND,Jendouba,Yes,No,NA,NA,100,0,0,0,0,0,0,20,Yes,NA,1,0,1,Yes,No,7,Somewhat agree,1,7,6,4,3,9,8,5,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,727,TRUE,R_28NgkKMJql4cdEQ,R_2Swb7ez5yl1WM6p,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Unemployed,NA,Arab,Muslim,4,5,1,3,2,6,0 to 500 TND,Gafsa,Yes,Yes,Tunisia,France,16,71,30,NA,NA,NA,NA,NA,NA,Both statements are true OR neither is true.,2,4,3,Yes,No,36,Somewhat disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,819,TRUE,R_3sv2dxTcw3PpFES,R_US0xueqT5KbHXlD,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,5,1,2,3,6,4,1400 TND to 2800 TND,Mannouba,Yes,No,NA,NA,70,70,40,0,0,0,15,NA,NA,Both statements are true OR neither is true.,0,NA,0,No,No,0,Somewhat agree,4,5,8,2,1,9,7,6,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,440,TRUE,R_WkAh2LjPeIjiBnX,R_27PbpCxdfYwqHXf,gl,FR,NA,NA,NA,NA,NA,Male,Secondary,Student,NA,Arab,Muslim,1,5,6,3,4,2,0 to 500 TND,Tunis,Yes,Yes,Tunisia,Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,Somewhat agree,1,4,3,6,2,7,5,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,511,TRUE,R_RxFdWsbTsElDCyl,R_1BPNv4EcIH6hsA3,email,AR,NA,NA,NA,NA,NA,Female,Secondary,Other,NA,Arab,Muslim,6,3,1,4,5,2,0 to 500 TND,Jendouba,No,NA,NA,NA,100,100,99,99,0,0,98,100,NA,Both statements are true OR neither is true.,0,NA,1,Yes,No,20,Somewhat agree,2,3,7,5,4,8,6,9,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,I agree
